created_at,favorite_count,full_text,id_str,metadata.iso_language_code,retweeted_status.created_at,retweeted_status.full_text,user.created_at,user.favourites_count,user.followers_count,user.friends_count,user.id_str,user.location,user.verified,retweet_count,is_troll,sentiment_tag,sentiment_sc
2021-02-01 00:00:00+00:00,1,elecciones2021ec las propuestas económicas de guillermo lasso andrés arauz y yaku pérez son del todo viables para el ecuador en este especial de gestión le contaremos,1356029498307784705,es,,,2011-12-05 13:59:33+00:00,269,12757,288,429043466,Ecuador,False,0,False,Negativo,0.3035373852666699
2021-01-31 23:59:47+00:00,0,y si van a venir con lo del feriado bancario el mismo jorge valencia presidente de la comisión designada por el correísmo…,1356029442645233665,es,Sun Jan 31 22:19:16 +0000 2021,"Y si van a venir con lo del Feriado Bancario, el mismo Jorge Valencia, presidente de la comisión designada por el correísmo para investigar y dar con los culpables sobre la crisis financiera del 99 deslindó responsabilidades en Guillermo Lasso. https://t.co/kxu0nov8PM",2019-01-11 01:19:38+00:00,10928,31,487,1083533862066634752,"Quito, Ecuador",False,95,False,Negativo,0.23077522894870398
2021-01-31 23:59:30+00:00,0,guillermo lasso es una carta perdida. su propio hijo lo reconoce.,1356029372596154381,es,Sun Jan 31 18:45:05 +0000 2021,Guillermo Lasso es una carta perdida. Su propio hijo lo reconoce. https://t.co/FkgmyZlbR2,2012-06-06 06:19:48+00:00,18497,464,2667,600732907,,False,215,False,Neutral,0.5284469029370203
2021-01-31 23:59:22+00:00,0,ahora despidió a su gerente tras la difusión de un audio en el que amenazó con desvincular a sus trabajado…,1356029337548558337,es,Sun Jan 31 16:08:19 +0000 2021,"AHORA: @ECUATRANSA despidió a su gerente, tras la difusión de un audio en el que amenazó con desvincular a sus trabajadores si no votan por el candidato Guillermo Lasso. Y les advirtió que deben presentar foto con el voto. 
Ergo, el audio fue real!
@PrimeraPlanaECU https://t.co/Y2wFAj9M6o",2017-07-03 14:34:05+00:00,10857,128,2410,881883752145793025,"Latacunga, Ecuador",False,917,False,Negativo,0.00631977634560474
2021-01-31 23:59:19+00:00,0,guillermo lasso 'gracias dalo bucaram' con mas ganas todito lista 1.,1356029324969836544,es,Sun Jan 31 19:17:57 +0000 2021,"Guillermo Lasso:
'Gracias Dalo Bucaram'

Con mas ganas, todito lista 1. https://t.co/IexoGV5glP",2011-12-07 02:30:28+00:00,24803,748,1007,430359745,Guayaquil,False,22,False,Negativo,0.01860499757414885
2021-01-31 23:58:44+00:00,0,el futuro se ve con empleo salud y educación con guillermo lasso elcambioestáentusmanos,1356029178643177473,es,,,2020-12-27 23:30:59+00:00,365,116,293,1343338559311233024,,False,0,True,Negativo,0.3290496762941529
2021-01-31 23:58:29+00:00,0,quiénes precipitaron la caída en las encuestas del candidato oficialista guillermo lasso,1356029114923311104,es,Sun Jan 31 22:52:08 +0000 2021,¿Quiénes precipitaron la caída en las encuestas del candidato oficialista Guillermo Lasso?,2020-09-03 15:27:23+00:00,13171,152,47,1301542227114590215,,False,34,True,Negativo,0.11374957828994274
2021-01-31 23:57:59+00:00,0,guillermo lasso y el sector empresarial nacional se desnudan mutuamente uno plantea salario básico unificado de usd $ 500…,1356028988100124679,es,Sun Jan 31 18:15:47 +0000 2021,"Guillermo Lasso y el sector empresarial nacional se desnudan mutuamente

Uno plantea salario Básico Unificado de USD $ 500.00

Otro, en diciembre 2020, planteó la imposibilidad de aumentarlo

Ergo:

Los dos mienten

Lasso nunca lo incrementaría pero SÍ es posible hacerlo",2017-11-13 18:12:03+00:00,14129,381,305,930136188975026176,,False,115,False,Negativo,0.3838712148222565
2021-01-31 23:57:38+00:00,0,lomásleído el candidato presidencial por creo – psc guillermo lasso anunció como promesa de campaña incrementar el sa…,1356028901189967872,es,Sun Jan 31 16:18:02 +0000 2021,"#LoMásLeído 🛑 El candidato presidencial por CREO – PSC, Guillermo Lasso anunció como promesa de campaña incrementar el salario básico unificado (SBU) a USD 500. Sin embargo, en 2019, el candidato indicó que aumentar el SBU genera más desempleo. ⤵️
 https://t.co/33NvDGPXf9",2017-02-21 02:01:26+00:00,150467,821,591,833859141185712128,,False,40,False,Negativo,0.3526359496472718
2021-01-31 23:57:11+00:00,0,aquí están los resultados de todas las encuestadoras autorizadas que pasaron sus informes al cne. guillermo lasso pr…,1356028787360735234,es,Sun Jan 31 23:19:30 +0000 2021,"💥 AQUÍ ESTÁN LOS RESULTADOS DE TODAS LAS ENCUESTADORAS AUTORIZADAS QUE PASARON SUS INFORMES AL CNE.
GUILLERMO LASSO PRESIDENTE 🇪🇨 2021. https://t.co/VBA5LL2Hoi",2011-01-19 21:05:44+00:00,35331,896,814,240400712,Ecuador,False,9,False,Negativo,0.17904517923285196
